lkw_id,timestamp,brake_fluid_pct,motor_temp_c,oil_pressure_bar,health_score
LKW-01,2026-06-10 23:30:00,50.9,82.7,3.7,0.5098
LKW-01,2026-06-11 00:00:00,50.9,86.1,4.73,0.5097
LKW-01,2026-06-11 00:30:00,50.8,88.8,3.7,0.5094
LKW-01,2026-06-11 01:00:00,50.8,80.4,4.3,0.5093
LKW-01,2026-06-11 01:30:00,50.8,76.5,3.1,0.5092
LKW-01,2026-06-11 02:00:00,50.8,84.1,2.99,0.509
LKW-01,2026-06-11 02:30:00,50.8,76.1,3.45,0.5089
LKW-01,2026-06-11 03:00:00,50.8,79.6,5.09,0.5087
LKW-01,2026-06-11 03:30:00,50.8,87.6,2.65,0.5086
LKW-01,2026-06-11 04:00:00,50.8,86.0,3.73,0.5084
LKW-01,2026-06-11 04:30:00,50.7,85.1,2.62,0.5083
LKW-01,2026-06-11 05:00:00,50.7,86.9,4.78,0.5081
LKW-01,2026-06-11 05:30:00,50.7,97.0,4.78,0.508
LKW-01,2026-06-11 06:00:00,50.7,74.5,3.1,0.5078
LKW-01,2026-06-11 06:30:00,50.7,90.1,2.36,0.5077
LKW-01,2026-06-11 07:00:00,50.7,81.6,5.36,0.5075
LKW-01,2026-06-11 07:30:00,50.7,77.0,3.97,0.5074
LKW-01,2026-06-11 08:00:00,50.7,77.3,3.67,0.5073
LKW-01,2026-06-11 08:30:00,50.6,80.4,1.23,0.5071
LKW-01,2026-06-11 09:00:00,50.6,79.2,2.8,0.507
LKW-01,2026-06-11 09:30:00,50.6,77.0,4.83,0.5069
LKW-01,2026-06-11 10:00:00,50.6,86.8,0.5,0.5067
LKW-01,2026-06-11 10:30:00,50.6,69.3,1.54,0.5066
LKW-01,2026-06-11 11:00:00,50.6,79.0,3.31,0.5065
LKW-01,2026-06-11 11:30:00,50.6,83.4,3.06,0.5063
LKW-01,2026-06-11 12:00:00,50.6,74.9,3.48,0.5062
LKW-01,2026-06-11 12:30:00,50.5,79.2,4.03,0.506
LKW-01,2026-06-11 13:00:00,50.5,86.0,1.42,0.5059
LKW-01,2026-06-11 13:30:00,50.5,76.2,4.03,0.5057
LKW-01,2026-06-11 14:00:00,50.5,72.1,4.3,0.5056
LKW-01,2026-06-11 14:30:00,50.5,77.1,2.45,0.5054
LKW-01,2026-06-11 15:00:00,50.5,90.1,3.77,0.5053
LKW-01,2026-06-11 15:30:00,50.5,88.8,3.56,0.5051
LKW-01,2026-06-11 16:00:00,50.4,85.9,4.93,0.505
LKW-01,2026-06-11 16:30:00,50.4,82.2,2.42,0.5048
LKW-01,2026-06-11 17:00:00,50.4,85.9,4.44,0.5046
LKW-01,2026-06-11 17:30:00,50.4,82.9,3.15,0.5045
LKW-01,2026-06-11 18:00:00,50.4,73.6,1.69,0.5044
LKW-01,2026-06-11 18:30:00,50.4,80.1,3.39,0.5042
LKW-01,2026-06-11 19:00:00,50.4,77.6,2.89,0.5041
LKW-01,2026-06-11 19:30:00,50.4,89.7,2.73,0.5039
LKW-01,2026-06-11 20:00:00,50.3,70.7,2.83,0.5038
LKW-01,2026-06-11 20:30:00,50.3,88.7,2.68,0.5036
LKW-01,2026-06-11 21:00:00,50.3,75.9,3.17,0.5035
LKW-01,2026-06-11 21:30:00,50.3,80.9,2.51,0.5033
LKW-01,2026-06-11 22:00:00,50.3,85.8,2.66,0.5032
LKW-01,2026-06-11 22:30:00,50.3,83.1,4.05,0.503
LKW-01,2026-06-11 23:00:00,50.3,77.4,2.9,0.5029
LKW-01,2026-06-11 23:30:00,50.2,85.9,4.4,0.5027
LKW-01,2026-06-12 00:00:00,50.2,75.2,4.42,0.5025
LKW-01,2026-06-12 00:30:00,50.2,78.4,3.64,0.5024
LKW-01,2026-06-12 01:00:00,50.2,76.9,4.82,0.5023
LKW-01,2026-06-12 01:30:00,50.2,84.4,3.71,0.5021
LKW-01,2026-06-12 02:00:00,50.2,77.4,3.02,0.502
LKW-01,2026-06-12 02:30:00,50.2,86.8,2.03,0.5019
LKW-01,2026-06-12 03:00:00,50.2,83.9,3.35,0.5017
LKW-01,2026-06-12 03:30:00,50.1,81.9,1.01,0.5015
LKW-01,2026-06-12 04:00:00,50.1,76.7,1.76,0.5014
LKW-01,2026-06-12 04:30:00,50.1,85.1,1.91,0.5013
LKW-01,2026-06-12 05:00:00,50.1,79.6,4.31,0.5011
LKW-01,2026-06-12 05:30:00,50.1,80.8,3.19,0.5009
LKW-01,2026-06-12 06:00:00,50.1,82.0,3.0,0.5008
LKW-01,2026-06-12 06:30:00,50.1,83.4,2.69,0.5006
LKW-01,2026-06-12 07:00:00,50.0,75.6,5.28,0.5005
LKW-01,2026-06-12 07:30:00,50.0,84.7,2.52,0.5004
LKW-01,2026-06-12 08:00:00,50.0,87.1,3.8,0.5002
LKW-01,2026-06-12 08:30:00,50.0,90.8,3.23,0.5
LKW-01,2026-06-12 09:00:00,50.0,80.2,3.74,0.4999
LKW-01,2026-06-12 09:30:00,50.0,93.1,5.94,0.4997
LKW-01,2026-06-12 10:00:00,50.0,89.2,2.92,0.4996
LKW-01,2026-06-12 10:30:00,49.9,82.4,4.21,0.4994
LKW-01,2026-06-12 11:00:00,49.9,90.1,3.4,0.4993
LKW-01,2026-06-12 11:30:00,49.9,83.8,3.28,0.4991
LKW-01,2026-06-12 12:00:00,49.9,78.6,3.49,0.499
LKW-01,2026-06-12 12:30:00,49.9,88.3,3.69,0.4988
LKW-01,2026-06-12 13:00:00,49.9,80.5,2.53,0.4987
LKW-01,2026-06-12 13:30:00,49.9,81.3,3.6,0.4985
LKW-01,2026-06-12 14:00:00,49.9,72.9,3.87,0.4984
LKW-01,2026-06-12 14:30:00,49.8,91.6,2.06,0.4982
LKW-01,2026-06-12 15:00:00,49.8,83.5,2.14,0.4981
LKW-01,2026-06-12 15:30:00,49.8,78.7,3.73,0.4979
LKW-01,2026-06-12 16:00:00,49.8,84.7,4.02,0.4978
LKW-01,2026-06-12 16:30:00,49.8,83.6,4.88,0.4977
LKW-01,2026-06-12 17:00:00,49.8,75.5,5.05,0.4975
LKW-01,2026-06-12 17:30:00,49.8,94.4,5.94,0.4973
LKW-01,2026-06-12 18:00:00,49.7,76.3,2.2,0.4972
LKW-01,2026-06-12 18:30:00,49.7,70.6,2.98,0.4971
LKW-01,2026-06-12 19:00:00,49.7,75.9,3.49,0.4969
LKW-01,2026-06-12 19:30:00,49.7,68.2,3.84,0.4968
LKW-01,2026-06-12 20:00:00,49.7,79.4,3.37,0.4966
LKW-01,2026-06-12 20:30:00,49.7,81.2,4.25,0.4965
LKW-02,2026-06-09 21:00:00,45.1,96.5,4.37,0.4458
LKW-02,2026-06-09 21:30:00,45.1,85.6,1.44,0.4455
LKW-02,2026-06-09 22:00:00,45.1,85.7,1.94,0.4452
LKW-02,2026-06-09 22:30:00,45.0,84.3,0.7,0.4449
LKW-02,2026-06-09 23:00:00,45.0,88.8,3.13,0.4447
LKW-02,2026-06-09 23:30:00,45.0,91.4,1.54,0.4444
LKW-02,2026-06-10 00:00:00,45.0,73.8,2.01,0.4441
LKW-02,2026-06-10 00:30:00,44.9,88.6,3.81,0.4438
LKW-02,2026-06-10 01:00:00,44.9,74.7,1.9,0.4435
LKW-02,2026-06-10 01:30:00,44.9,82.2,3.63,0.4432
LKW-02,2026-06-10 02:00:00,44.9,92.2,3.13,0.443
LKW-02,2026-06-10 02:30:00,44.8,79.3,2.53,0.4426
LKW-02,2026-06-10 03:00:00,44.8,77.1,1.59,0.4423
LKW-02,2026-06-10 03:30:00,44.8,83.6,3.33,0.442
LKW-02,2026-06-10 04:00:00,44.8,80.6,4.12,0.4418
LKW-02,2026-06-10 04:30:00,44.7,81.8,2.25,0.4414
LKW-02,2026-06-10 05:00:00,44.7,78.5,1.58,0.4411
LKW-02,2026-06-10 05:30:00,44.7,82.3,3.72,0.4409
LKW-02,2026-06-10 06:00:00,44.7,83.6,4.53,0.4406
LKW-02,2026-06-10 06:30:00,44.6,71.4,3.1,0.4402
LKW-02,2026-06-10 07:00:00,44.6,74.1,3.8,0.4399
LKW-02,2026-06-10 07:30:00,44.6,82.0,1.72,0.4397
LKW-02,2026-06-10 08:00:00,44.5,85.6,3.05,0.4394
LKW-02,2026-06-10 08:30:00,44.5,89.3,4.02,0.4391
LKW-02,2026-06-10 09:00:00,44.5,83.3,3.38,0.4388
LKW-02,2026-06-10 09:30:00,44.5,71.3,3.38,0.4385
LKW-02,2026-06-10 10:00:00,44.4,72.6,3.53,0.4381
LKW-02,2026-06-10 10:30:00,44.4,78.7,3.62,0.4379
LKW-02,2026-06-10 11:00:00,44.4,77.8,2.53,0.4376
LKW-02,2026-06-10 11:30:00,44.3,90.4,4.84,0.4372
LKW-02,2026-06-10 12:00:00,44.3,81.4,3.84,0.437
LKW-02,2026-06-10 12:30:00,44.3,82.8,1.21,0.4366
LKW-02,2026-06-10 13:00:00,44.3,88.1,3.29,0.4364
LKW-02,2026-06-10 13:30:00,44.2,76.4,2.22,0.4361
LKW-02,2026-06-10 14:00:00,44.2,78.9,5.89,0.4358
LKW-02,2026-06-10 14:30:00,44.2,86.6,2.9,0.4355
LKW-02,2026-06-10 15:00:00,44.2,78.9,1.01,0.4352
LKW-02,2026-06-10 15:30:00,44.1,77.7,3.85,0.4349
LKW-02,2026-06-10 16:00:00,44.1,90.0,3.76,0.4346
LKW-02,2026-06-10 16:30:00,44.1,85.8,2.97,0.4344
LKW-02,2026-06-10 17:00:00,44.1,82.1,4.14,0.434
LKW-02,2026-06-10 17:30:00,44.0,75.2,3.6,0.4338
LKW-02,2026-06-10 18:00:00,44.0,84.6,4.43,0.4335
LKW-02,2026-06-10 18:30:00,44.0,74.8,3.04,0.4332
LKW-02,2026-06-10 19:00:00,44.0,89.6,1.81,0.4329
LKW-02,2026-06-10 19:30:00,43.9,85.0,3.54,0.4326
LKW-02,2026-06-10 20:00:00,43.9,77.9,3.01,0.4323
LKW-02,2026-06-10 20:30:00,43.9,74.9,2.19,0.432
LKW-02,2026-06-10 21:00:00,43.9,81.5,3.88,0.4318
LKW-02,2026-06-10 21:30:00,43.8,89.2,3.09,0.4316
LKW-02,2026-06-10 22:00:00,43.8,91.4,1.8,0.4313
LKW-02,2026-06-10 22:30:00,43.8,81.3,3.35,0.4311
LKW-02,2026-06-10 23:00:00,43.8,82.0,1.57,0.4309
LKW-02,2026-06-10 23:30:00,43.8,82.2,3.62,0.4306
LKW-02,2026-06-11 00:00:00,43.7,80.1,2.72,0.4304
LKW-02,2026-06-11 00:30:00,43.7,79.7,4.0,0.4301
LKW-02,2026-06-11 01:00:00,43.7,89.2,3.29,0.43
LKW-02,2026-06-11 01:30:00,43.7,71.9,3.88,0.4298
LKW-02,2026-06-11 02:00:00,43.7,77.8,1.55,0.4295
LKW-02,2026-06-11 02:30:00,43.6,77.2,3.61,0.4293
LKW-02,2026-06-11 03:00:00,43.6,69.8,3.92,0.4291
LKW-02,2026-06-11 03:30:00,43.6,90.1,3.63,0.4289
LKW-02,2026-06-11 04:00:00,43.6,84.5,1.7,0.4287
LKW-02,2026-06-11 04:30:00,43.6,74.6,2.28,0.4285
LKW-02,2026-06-11 05:00:00,43.5,83.1,2.64,0.4283
LKW-02,2026-06-11 05:30:00,43.5,69.9,1.94,0.4281
LKW-02,2026-06-11 06:00:00,43.5,83.3,3.03,0.4279
LKW-02,2026-06-11 06:30:00,43.5,85.0,3.5,0.4276
LKW-02,2026-06-11 07:00:00,43.5,74.2,3.97,0.4274
LKW-02,2026-06-11 07:30:00,43.4,72.6,4.43,0.4272
LKW-02,2026-06-11 08:00:00,43.4,85.1,2.55,0.427
LKW-02,2026-06-11 08:30:00,43.4,75.3,4.2,0.4268
LKW-02,2026-06-11 09:00:00,43.4,95.4,3.43,0.4265
LKW-02,2026-06-11 09:30:00,43.4,87.1,4.23,0.4263
LKW-02,2026-06-11 10:00:00,43.3,80.8,4.32,0.4261
LKW-02,2026-06-11 10:30:00,43.3,79.0,2.85,0.4259
LKW-02,2026-06-11 11:00:00,43.3,77.0,2.78,0.4256
LKW-02,2026-06-11 11:30:00,43.3,82.3,3.98,0.4254
LKW-02,2026-06-11 12:00:00,43.3,87.4,4.45,0.4251
LKW-02,2026-06-11 12:30:00,43.2,76.8,2.07,0.4249
LKW-02,2026-06-11 13:00:00,43.2,74.7,1.63,0.4247
LKW-02,2026-06-11 13:30:00,43.2,82.9,3.05,0.4245
LKW-02,2026-06-11 14:00:00,43.2,80.5,2.9,0.4242
LKW-02,2026-06-11 14:30:00,43.2,75.7,4.42,0.424
LKW-02,2026-06-11 15:00:00,43.1,81.0,4.09,0.4238
LKW-02,2026-06-11 15:30:00,43.1,71.8,3.97,0.4235
LKW-02,2026-06-11 16:00:00,43.1,80.6,5.74,0.4233
LKW-02,2026-06-11 16:30:00,43.1,78.9,3.97,0.4231
LKW-02,2026-06-11 17:00:00,43.1,84.6,3.3,0.4229
LKW-02,2026-06-11 17:30:00,43.0,72.8,1.83,0.4227
LKW-02,2026-06-11 18:00:00,43.0,79.5,1.81,0.4224
LKW-02,2026-06-11 18:30:00,43.0,91.6,1.68,0.4222
LKW-02,2026-06-11 19:00:00,43.0,92.0,1.74,0.422
LKW-02,2026-06-11 19:30:00,43.0,91.2,2.18,0.4218
LKW-02,2026-06-11 20:00:00,42.9,71.2,3.0,0.4215
LKW-02,2026-06-11 20:30:00,42.9,87.4,4.13,0.4213
LKW-02,2026-06-11 21:00:00,42.9,87.1,4.53,0.4211
LKW-02,2026-06-11 21:30:00,42.9,84.7,2.97,0.4209
LKW-02,2026-06-11 22:00:00,42.9,82.1,3.6,0.4207
LKW-02,2026-06-11 22:30:00,42.8,81.8,2.05,0.4205
LKW-02,2026-06-11 23:00:00,42.8,87.3,3.29,0.4203
LKW-02,2026-06-11 23:30:00,42.8,80.6,2.36,0.4201
LKW-02,2026-06-12 00:00:00,42.8,88.7,1.87,0.4198
LKW-02,2026-06-12 00:30:00,42.8,86.6,2.07,0.4196
LKW-02,2026-06-12 01:00:00,42.7,67.9,1.38,0.4194
LKW-02,2026-06-12 01:30:00,42.7,78.5,3.17,0.4192
LKW-02,2026-06-12 02:00:00,42.7,84.8,3.48,0.419
LKW-02,2026-06-12 02:30:00,42.7,78.1,3.21,0.4188
LKW-02,2026-06-12 03:00:00,42.7,82.0,0.5,0.4186
LKW-02,2026-06-12 03:30:00,42.7,89.8,4.96,0.4184
LKW-02,2026-06-12 04:00:00,42.6,74.0,2.99,0.4182
LKW-02,2026-06-12 04:30:00,42.6,86.5,0.87,0.418
LKW-02,2026-06-12 05:00:00,42.6,84.2,3.0,0.4178
LKW-02,2026-06-12 05:30:00,42.6,68.5,2.16,0.4176
LKW-02,2026-06-12 06:00:00,42.6,89.8,4.12,0.4173
LKW-02,2026-06-12 06:30:00,42.5,89.3,2.63,0.4171
LKW-02,2026-06-12 07:00:00,42.5,84.0,3.9,0.417
LKW-02,2026-06-12 07:30:00,42.5,79.8,4.78,0.4167
LKW-02,2026-06-12 08:00:00,42.5,72.1,2.19,0.4165
LKW-02,2026-06-12 08:30:00,42.5,89.6,2.93,0.4163
LKW-02,2026-06-12 09:00:00,42.4,84.6,3.85,0.4161
LKW-02,2026-06-12 09:30:00,42.4,71.9,2.9,0.4159
LKW-02,2026-06-12 10:00:00,42.4,86.3,1.86,0.4156
LKW-02,2026-06-12 10:30:00,42.4,84.0,4.14,0.4155
LKW-02,2026-06-12 11:00:00,42.4,79.4,6.31,0.4152
LKW-02,2026-06-12 11:30:00,42.4,89.9,3.37,0.415
LKW-02,2026-06-12 12:00:00,42.3,80.2,3.05,0.4148
LKW-02,2026-06-12 12:30:00,42.3,86.8,4.79,0.4146
LKW-02,2026-06-12 13:00:00,42.3,82.4,3.33,0.4144
LKW-02,2026-06-12 13:30:00,42.3,80.6,3.85,0.4142
LKW-02,2026-06-12 14:00:00,42.3,76.4,4.9,0.414
LKW-02,2026-06-12 14:30:00,42.2,89.2,2.98,0.4137
LKW-02,2026-06-12 15:00:00,42.2,89.4,3.76,0.4135
LKW-02,2026-06-12 15:30:00,42.2,78.1,4.38,0.4133
LKW-02,2026-06-12 16:00:00,42.2,86.8,3.87,0.4131
LKW-02,2026-06-12 16:30:00,42.2,73.2,3.31,0.4129
LKW-02,2026-06-12 17:00:00,42.1,83.8,2.59,0.4127
LKW-02,2026-06-12 17:30:00,42.1,80.8,3.98,0.4125
LKW-02,2026-06-12 18:00:00,42.1,71.6,3.4,0.4123
LKW-02,2026-06-12 18:30:00,42.1,72.7,3.81,0.4121
LKW-02,2026-06-12 19:00:00,42.1,72.0,4.09,0.4119
LKW-02,2026-06-12 19:30:00,42.1,77.0,4.35,0.4117
LKW-02,2026-06-12 20:00:00,42.0,81.1,4.31,0.4114
LKW-02,2026-06-12 20:30:00,42.0,78.3,1.43,0.4112
LKW-03,2026-06-09 21:00:00,56.2,90.8,1.86,0.5694
LKW-03,2026-06-09 21:30:00,56.2,77.2,3.26,0.5692
LKW-03,2026-06-09 22:00:00,56.2,78.7,3.19,0.569
LKW-03,2026-06-09 22:30:00,56.2,89.2,2.87,0.5688
LKW-03,2026-06-09 23:00:00,56.2,78.0,2.05,0.5686
LKW-03,2026-06-09 23:30:00,56.2,72.5,4.4,0.5684
LKW-03,2026-06-10 00:00:00,56.1,69.8,1.07,0.5681
LKW-03,2026-06-10 00:30:00,56.1,89.0,1.86,0.5679
LKW-03,2026-06-10 01:00:00,56.1,65.4,4.52,0.5677
LKW-03,2026-06-10 01:30:00,56.1,75.4,5.04,0.5675
LKW-03,2026-06-10 02:00:00,56.1,92.0,4.13,0.5673
LKW-03,2026-06-10 02:30:00,56.0,76.1,2.84,0.5671
LKW-03,2026-06-10 03:00:00,56.0,91.9,4.7,0.5669
LKW-03,2026-06-10 03:30:00,56.0,87.0,3.22,0.5666
LKW-03,2026-06-10 04:00:00,56.0,82.6,3.31,0.5665
LKW-03,2026-06-10 04:30:00,56.0,80.4,4.02,0.5663
LKW-03,2026-06-10 05:00:00,55.9,79.2,4.08,0.5661
LKW-03,2026-06-10 05:30:00,55.9,85.1,2.24,0.5658
LKW-03,2026-06-10 06:00:00,55.9,88.7,2.65,0.5656
LKW-03,2026-06-10 06:30:00,55.9,77.4,2.96,0.5654
LKW-03,2026-06-10 07:00:00,55.9,83.9,2.83,0.5652
LKW-03,2026-06-10 07:30:00,55.8,83.2,2.37,0.565
LKW-03,2026-06-10 08:00:00,55.8,79.4,4.26,0.5648
LKW-03,2026-06-10 08:30:00,55.8,78.8,3.25,0.5646
LKW-03,2026-06-10 09:00:00,55.8,87.7,2.81,0.5644
LKW-03,2026-06-10 09:30:00,55.8,76.2,1.83,0.5642
LKW-03,2026-06-10 10:00:00,55.8,78.5,4.2,0.564
LKW-03,2026-06-10 10:30:00,55.7,88.6,2.83,0.5637
LKW-03,2026-06-10 11:00:00,55.7,83.3,3.21,0.5635
LKW-03,2026-06-10 11:30:00,55.7,78.3,2.81,0.5633
LKW-03,2026-06-10 12:00:00,55.7,80.8,3.46,0.5631
LKW-03,2026-06-10 12:30:00,55.7,83.2,6.14,0.5629
LKW-03,2026-06-10 13:00:00,55.6,84.8,4.14,0.5627
LKW-03,2026-06-10 13:30:00,55.6,80.4,2.1,0.5625
LKW-03,2026-06-10 14:00:00,55.6,86.3,3.27,0.5623
LKW-03,2026-06-10 14:30:00,55.6,90.5,3.41,0.5621
LKW-03,2026-06-10 15:00:00,55.6,69.7,2.77,0.5619
LKW-03,2026-06-10 15:30:00,55.6,85.5,2.13,0.5617
LKW-03,2026-06-10 16:00:00,55.5,81.1,4.45,0.5614
LKW-03,2026-06-10 16:30:00,55.5,77.9,0.57,0.5612
LKW-03,2026-06-10 17:00:00,55.5,83.3,2.18,0.561
LKW-03,2026-06-10 17:30:00,55.5,75.7,3.42,0.5608
LKW-03,2026-06-10 18:00:00,55.5,89.5,1.96,0.5606
LKW-03,2026-06-10 18:30:00,55.4,81.2,2.48,0.5604
LKW-03,2026-06-10 19:00:00,55.4,89.7,4.46,0.5602
LKW-03,2026-06-10 19:30:00,55.4,86.0,2.23,0.56
LKW-03,2026-06-10 20:00:00,55.4,86.5,3.69,0.5598
LKW-03,2026-06-10 20:30:00,55.4,77.5,5.52,0.5596
LKW-03,2026-06-10 21:00:00,55.3,84.0,0.5,0.5594
LKW-03,2026-06-10 21:30:00,55.3,79.6,2.54,0.5593
LKW-03,2026-06-10 22:00:00,55.3,78.3,3.3,0.5591
LKW-03,2026-06-10 22:30:00,55.3,84.3,2.32,0.559
LKW-03,2026-06-10 23:00:00,55.3,79.6,3.22,0.5588
LKW-03,2026-06-10 23:30:00,55.3,94.2,3.11,0.5586
LKW-03,2026-06-11 00:00:00,55.3,81.6,3.49,0.5584
LKW-03,2026-06-11 00:30:00,55.2,92.7,1.15,0.5583
LKW-03,2026-06-11 01:00:00,55.2,77.6,2.87,0.5581
LKW-03,2026-06-11 01:30:00,55.2,76.4,4.92,0.558
LKW-03,2026-06-11 02:00:00,55.2,78.7,3.43,0.5578
LKW-03,2026-06-11 02:30:00,55.2,84.4,2.13,0.5577
LKW-03,2026-06-11 03:00:00,55.2,80.0,2.28,0.5576
LKW-03,2026-06-11 03:30:00,55.2,91.3,3.89,0.5574
LKW-03,2026-06-11 04:00:00,55.2,80.6,3.82,0.5573
LKW-03,2026-06-11 04:30:00,55.1,74.0,3.44,0.5571
LKW-03,2026-06-11 05:00:00,55.1,74.7,4.09,0.5569
LKW-03,2026-06-11 05:30:00,55.1,87.0,2.67,0.5568
LKW-03,2026-06-11 06:00:00,55.1,72.9,3.39,0.5567
LKW-03,2026-06-11 06:30:00,55.1,79.3,2.17,0.5565
LKW-03,2026-06-11 07:00:00,55.1,94.3,2.13,0.5563
LKW-03,2026-06-11 07:30:00,55.1,77.4,2.84,0.5562
LKW-03,2026-06-11 08:00:00,55.0,83.5,2.52,0.556
LKW-03,2026-06-11 08:30:00,55.0,73.8,5.86,0.5559
LKW-03,2026-06-11 09:00:00,55.0,76.9,2.81,0.5557
LKW-03,2026-06-11 09:30:00,55.0,71.1,3.23,0.5556
LKW-03,2026-06-11 10:00:00,55.0,87.4,2.59,0.5554
LKW-03,2026-06-11 10:30:00,55.0,96.1,5.62,0.5552
LKW-03,2026-06-11 11:00:00,55.0,88.1,2.43,0.5551
LKW-03,2026-06-11 11:30:00,54.9,76.1,2.86,0.5549
LKW-03,2026-06-11 12:00:00,54.9,81.4,3.75,0.5548
LKW-03,2026-06-11 12:30:00,54.9,82.3,1.95,0.5547
LKW-03,2026-06-11 13:00:00,54.9,82.5,3.0,0.5545
LKW-03,2026-06-11 13:30:00,54.9,77.5,4.12,0.5543
LKW-03,2026-06-11 14:00:00,54.9,80.2,3.97,0.5541
LKW-03,2026-06-11 14:30:00,54.9,83.9,4.54,0.554
LKW-03,2026-06-11 15:00:00,54.8,86.0,3.21,0.5538
LKW-03,2026-06-11 15:30:00,54.8,86.0,4.44,0.5537
LKW-03,2026-06-11 16:00:00,54.8,74.6,3.47,0.5536
LKW-03,2026-06-11 16:30:00,54.8,87.0,4.99,0.5534
LKW-03,2026-06-11 17:00:00,54.8,79.5,3.14,0.5532
LKW-03,2026-06-11 17:30:00,54.8,81.8,4.49,0.5531
LKW-03,2026-06-11 18:00:00,54.8,86.7,3.86,0.5529
LKW-03,2026-06-11 18:30:00,54.7,78.3,3.21,0.5527
LKW-03,2026-06-11 19:00:00,54.7,77.0,2.55,0.5526
LKW-03,2026-06-11 19:30:00,54.7,74.9,4.24,0.5524
LKW-03,2026-06-11 20:00:00,54.7,88.3,2.29,0.5522
LKW-03,2026-06-11 20:30:00,54.7,84.3,4.88,0.552
LKW-03,2026-06-11 21:00:00,54.7,92.9,2.92,0.5519
LKW-03,2026-06-11 21:30:00,54.7,78.9,3.3,0.5517
LKW-03,2026-06-11 22:00:00,54.6,96.7,2.71,0.5516
