truck_id,timestamp,route_type,load_pct,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,tire_pressure_bar,brake_fluid_pct,odometer_km,temperature_c,precipitation_mm,health_score,Engine Condition,most_anomalous_feature,max_z_score,primary_dtc_code,primary_dtc_german,primary_dtc_action
LKW-01,2026-04-23 05:00:00,Autobahn,61.8,516.7555915134791,3.3569965307093605,1.1128003016850485,2.972395639818551,80.19848290584507,77.50434274743058,8.44,93.58,184487.9,14.9,0.0,0.8874,1,Fuel pressure,2.084163431655774,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-23 05:30:00,Autobahn,67.0,677.5755118083389,2.085119947137238,9.14586181136234,1.6855000738391661,79.27416803804672,82.8739526954662,8.64,93.58,184535.7,14.9,0.0,0.8873,1,Lub oil pressure,1.2350976867981152,,,
LKW-01,2026-04-23 06:00:00,Autobahn,74.2,1072.04587452775,2.5017487955903417,5.424010794587294,2.376245769512904,73.4854449784341,81.07405205207074,8.57,93.58,184578.2,14.9,0.0,0.8871,1,Engine rpm,1.3467564553073506,,,
LKW-01,2026-04-23 06:30:00,Autobahn,78.6,963.6224268012529,1.3499380904662543,4.036564096129439,3.305736547090282,79.17767647498898,82.42589827054441,8.6,93.58,184608.9,14.9,0.0,0.8869,1,Lub oil pressure,1.9521722250242377,,,
LKW-01,2026-04-23 07:00:00,Autobahn,80.2,724.5193007023177,2.45261925177707,8.205617180065428,2.8682755270978912,76.79786787263222,73.41078983140042,8.62,93.58,184653.2,14.9,0.0,0.8867,1,Lub oil pressure,0.8766497847153467,,,
LKW-01,2026-04-23 07:30:00,Autobahn,78.9,749.6312470431875,3.012664191225018,8.567585126019216,1.1075349915056563,79.4379052674438,91.88403377700047,8.53,93.57,184689.1,14.9,0.0,0.8865,1,Coolant temp,2.159878053331284,P0217,Motorueberhitzung erkannt,"Sofortiger Halt, Kuehlsystem pruefen"
LKW-01,2026-04-23 08:00:00,Autobahn,72.6,706.8577027715445,2.895986200592622,9.497686152318547,0.6345626032286992,80.81837492938816,77.18105420491631,8.55,93.57,184726.3,14.9,0.0,0.8863,1,Coolant pressure,1.67337190469151,,,
LKW-01,2026-04-23 08:30:00,Autobahn,65.9,1005.7667726298916,1.7442110321291036,9.203785506324254,2.776259847036242,73.13711088242853,79.11735125495979,8.57,93.57,184774.6,14.9,0.0,0.8861,1,Lub oil pressure,1.5676101129256665,,,
LKW-01,2026-04-23 09:00:00,Autobahn,81.0,1150.4099500543864,4.522560033641575,-0.903857613051718,2.1041979954338155,77.92170876974527,68.92258846890763,8.51,93.57,184816.0,14.9,0.0,0.8859,1,Fuel pressure,2.810261450040455,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-23 09:30:00,Autobahn,87.2,554.8681405894074,2.5687627516466565,11.163183121722247,1.9007830235621528,79.99452168963425,68.4515531544688,8.57,93.57,184849.7,14.9,0.0,0.8857,1,Coolant temp,1.5406690208073601,,,
LKW-01,2026-04-23 10:00:00,Autobahn,81.4,424.65688640224016,4.477142290472809,6.1344292573377235,2.2208869034039385,76.93971879054996,76.31261595507912,8.53,93.57,184888.9,14.9,0.0,0.8855,1,Engine rpm,1.2500481192747757,,,
LKW-01,2026-04-23 10:30:00,Autobahn,78.3,905.917082817207,2.843542446456124,13.174628536769493,0.824889835223337,82.18597286754431,88.43224140090828,8.47,93.57,184933.1,14.9,0.0,0.8853,1,Fuel pressure,2.258699835134018,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-23 11:00:00,Autobahn,96.1,801.5091510651062,3.0182609365861257,6.564979833089548,2.882643119305421,83.08673540015751,81.75858284398981,8.41,93.57,184979.4,14.9,0.0,0.8851,1,lub oil temp,1.8788415926162039,,,
LKW-01,2026-04-23 11:30:00,Autobahn,83.4,969.6174620422196,2.9857045854222304,4.475891618516866,1.555171511540424,73.51661056575733,81.5476499984038,8.49,93.57,185025.3,14.9,0.0,0.8849,1,lub oil temp,1.2944349337602223,,,
LKW-01,2026-04-23 12:00:00,Autobahn,72.0,1052.8104588832753,2.6029157163488743,7.954698733945788,0.9795988426983759,82.56134957729282,78.64633230287295,8.54,93.57,185047.7,14.9,0.0,0.8847,1,lub oil temp,1.7046333635871846,,,
LKW-01,2026-04-23 12:30:00,Autobahn,96.9,645.9822027279495,2.9056508362281046,8.561173180812371,2.383232855989087,77.64913771214218,89.88852397195099,8.44,93.57,185097.2,14.9,0.0,0.8845,1,Coolant temp,1.8447395031519134,,,
LKW-01,2026-04-23 13:00:00,Autobahn,96.7,885.2189660869992,4.2248101900885615,5.144150798136802,1.6229082052497426,80.24327362345603,86.86857499583363,8.45,93.57,185138.0,14.9,0.0,0.8842,1,Coolant temp,1.367817596007637,,,
LKW-01,2026-04-23 13:30:00,Autobahn,64.4,317.6935267150702,3.408578285692281,10.009694986907363,2.346353271478561,71.11149911242121,78.01707558527825,8.54,93.57,185170.1,14.9,0.0,0.884,1,lub oil temp,2.0919254420090576,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-23 14:00:00,Autobahn,94.9,1223.151286382106,3.7028884167335283,8.692399739764054,2.5979914351900875,79.8008835339016,85.4621328194681,8.41,93.56,185201.6,14.9,0.0,0.8838,1,Engine rpm,1.9528699851090576,,,
LKW-01,2026-04-23 14:30:00,Autobahn,83.9,827.5315514762576,2.630958162912468,6.98598526233817,1.806306220863679,75.24677436989414,77.86074498655351,8.43,93.56,185233.6,14.9,0.0,0.8836,1,lub oil temp,0.7207445920503186,,,
LKW-01,2026-04-23 15:00:00,Autobahn,78.9,479.903692843647,2.6909520364090844,5.281947800058682,3.762380728429188,79.37749997034246,78.5320857599274,8.53,93.56,185266.9,14.9,0.0,0.8834,1,Coolant pressure,1.438914713014538,,,
LKW-01,2026-04-23 15:30:00,Autobahn,57.0,789.0333650864806,3.3788968673397037,8.35575639116918,3.239122790412506,71.71592208557414,68.31139541360876,8.59,93.56,185306.9,14.9,0.0,0.8832,1,lub oil temp,1.8915099546567415,,,
LKW-01,2026-04-23 16:00:00,Autobahn,69.6,280.8954742043395,1.9892272890732676,-0.6692407322822587,2.143045559097398,77.55208200244434,76.78082724708946,8.59,93.56,185355.2,14.9,0.0,0.8831,1,Fuel pressure,2.7257876030079817,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-23 16:30:00,Autobahn,86.8,941.0093913544671,3.824789345234388,7.926506491424705,3.445304019586186,75.04230253915448,92.85106515445092,8.43,93.56,185394.4,14.9,0.0,0.8829,1,Coolant temp,2.3125953516860966,P0217,Motorueberhitzung erkannt,"Sofortiger Halt, Kuehlsystem pruefen"
LKW-01,2026-04-23 17:00:00,Autobahn,82.7,1163.506547978945,2.9964671089664976,9.362447110980924,2.6737384371534985,78.15820868120225,88.61607227406905,8.48,93.56,185424.5,14.9,0.0,0.8827,1,Engine rpm,1.713623207088399,,,
LKW-01,2026-04-23 17:30:00,Autobahn,60.0,858.3822655835429,1.7000373427788962,4.85826400569409,1.7520066212313787,76.75919169873988,70.3733028835552,8.53,93.56,185460.0,14.9,0.0,0.8825,1,Lub oil pressure,1.6106958169662655,,,
LKW-01,2026-04-23 18:00:00,Autobahn,69.4,731.5002459977128,2.885776818786155,7.3224628427705385,1.5515875201129457,74.63585935486462,73.53541262457776,8.5,93.56,185504.9,14.9,0.0,0.8823,1,lub oil temp,0.9233127205072951,,,
LKW-01,2026-04-23 18:30:00,Autobahn,65.5,364.48800625215205,3.31964777046394,6.296494727695612,2.7110063253940035,77.98043496221518,70.1336422270953,8.48,93.56,185546.2,14.9,0.0,0.8822,1,Engine rpm,1.4913973329424954,,,
LKW-01,2026-04-23 19:00:00,Autobahn,76.3,862.2153856375135,4.492355533788485,6.564963922574565,2.9657234642100234,76.16828086852107,79.00308215292715,8.43,93.56,185592.7,14.9,0.0,0.882,1,Lub oil pressure,1.1128483772081197,,,
LKW-01,2026-04-23 19:30:00,Autobahn,54.9,638.9975248308795,1.8937049807253385,2.9219149582764956,2.1455988915354647,75.51833578532822,81.18218386410416,8.6,93.56,185638.7,14.9,0.0,0.8818,1,Fuel pressure,1.4327913979644802,,,
LKW-01,2026-04-23 20:00:00,Autobahn,78.9,508.79921721536033,3.213779985404702,10.141479760028515,3.701099365000813,74.05328533807749,77.90775422213362,8.57,93.56,185680.4,14.9,0.0,0.8816,1,Coolant pressure,1.3779376485950117,,,
LKW-01,2026-04-23 20:30:00,Autobahn,80.6,682.7976161947481,3.561932834120964,6.323310417760564,2.3814940975324697,78.66197649725055,75.68366874883988,8.52,93.55,185721.9,14.9,0.0,0.8814,1,lub oil temp,0.41167331587660333,,,
LKW-01,2026-04-23 21:00:00,Autobahn,100.0,607.4210795419856,3.823289998841741,7.301104577293529,3.275515535209322,82.51693921047502,82.02285964471795,8.49,93.55,185751.4,14.9,0.0,0.8812,1,lub oil temp,1.689907706713397,,,
LKW-01,2026-04-23 21:30:00,Autobahn,54.9,1025.4713432798292,2.063935120542978,4.523554403014422,2.4701280318049403,77.68760014984622,80.58933636435788,8.63,93.55,185801.3,14.9,0.0,0.881,1,Lub oil pressure,1.2557607371844062,,,
LKW-01,2026-04-23 22:00:00,Autobahn,60.1,707.7761926660202,1.7974813523388427,8.2533001380919,-0.10689544997379996,79.85098120573598,69.6580119350625,8.57,93.55,185847.5,14.9,0.0,0.8809,1,Coolant pressure,2.4111481705108666,P0191,Kuehlmitteldruck ausserhalb Normbereich,Kuehlsystem und Drucksensor pruefen
LKW-01,2026-04-23 22:30:00,Autobahn,74.9,599.0588243942836,2.758240825890371,10.497716976699216,2.9463886600595885,77.1014600700266,78.21402875557317,8.44,93.55,185894.9,14.9,0.0,0.8807,1,Fuel pressure,1.294877381680487,,,
LKW-01,2026-04-23 23:00:00,Autobahn,79.5,810.9751108641864,5.711523000927703,3.969477188116632,2.3162606062147617,83.86655942849998,87.39734973788852,8.47,93.55,185924.5,14.9,0.0,0.8805,1,Lub oil pressure,2.301988099014954,P0520,Schmieroeldruck kritisch niedrig,"Motor stoppen, Oelspiegel und Oelpumpe pruefen"
LKW-01,2026-04-23 23:30:00,Autobahn,78.0,601.0555327591896,3.1796979362138194,2.5806556869345427,2.551657980924818,79.72665592939614,78.4101123521107,8.42,93.55,185964.8,14.9,0.0,0.8803,1,Fuel pressure,1.555661855500227,,,
LKW-01,2026-04-24 00:00:00,Landstrasse,68.9,697.2854137225984,1.7514333537911693,4.09334818300797,1.8321793542964155,81.85097982344375,75.41316807810742,8.57,93.55,185994.9,11.0,0.0,0.8801,1,Lub oil pressure,1.5605656749763988,,,
LKW-01,2026-04-24 00:30:00,Landstrasse,52.1,971.2215389952994,2.769772740711618,2.449375495256996,0.9083259624025766,76.04908109799143,70.83419741330867,8.61,93.55,186024.3,11.0,0.0,0.88,1,Fuel pressure,1.6029293103985807,,,
LKW-01,2026-04-24 01:00:00,Landstrasse,52.9,803.3487402376159,2.161256489961416,5.440252692899862,2.457516234029272,70.61524919592988,80.21429871555844,8.68,93.55,186064.5,11.0,0.0,0.8799,1,lub oil temp,2.2564727429552027,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 01:30:00,Landstrasse,53.0,710.8742476702115,2.720797755495641,0.5115244583887179,2.965067989283627,77.34829059938652,72.36357218175327,8.59,93.55,186094.0,11.0,0.0,0.8797,1,Fuel pressure,2.3006528992693385,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-24 02:00:00,Landstrasse,51.6,413.5033263511802,4.389773728072879,2.928878967915769,1.6362572156648718,83.50399539606092,85.75798713201152,8.59,93.55,186119.6,11.0,0.0,0.8796,1,lub oil temp,2.017197295734803,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 02:30:00,Landstrasse,47.7,756.3268169406435,3.2318249766697797,6.678780294251242,2.0755585246985677,73.16402987704198,75.2469538526261,8.64,93.55,186145.1,11.0,0.0,0.8795,1,lub oil temp,1.4113441739753922,,,
LKW-01,2026-04-24 03:00:00,Landstrasse,42.9,770.2432288062266,2.9354068854843813,10.813598345553766,2.7884411668783247,73.43479861442843,82.5072555008472,8.56,93.55,186172.3,11.0,0.0,0.8794,1,Fuel pressure,1.4086105211950621,,,
LKW-01,2026-04-24 03:30:00,Landstrasse,51.7,975.9141472288003,2.5249637826703495,5.083105664394045,1.6429751946129072,75.93701236679289,85.58588897588152,8.62,93.54,186202.1,11.0,0.0,0.8792,1,Coolant temp,1.1652509077156534,,,
LKW-01,2026-04-24 04:00:00,Landstrasse,76.8,793.8325324490353,2.0690807527814448,4.839849131791934,1.770280961895342,75.11308658090891,73.17832801159645,8.5,93.54,186241.8,11.0,0.0,0.8791,1,Lub oil pressure,1.250741840393362,,,
LKW-01,2026-04-24 04:30:00,Landstrasse,44.6,1451.9659051571869,2.8680884899300105,6.939268245651438,0.9663132301688315,82.6606511127107,85.40214221165886,8.61,93.54,186274.2,11.0,0.0,0.879,1,Engine rpm,2.8706904294864644,P0219,Motordrehzahl kritisch erhoeht,"Motorlast reduzieren, Drehzahlregler pruefen"
LKW-01,2026-04-24 05:00:00,Landstrasse,43.2,1111.0366261942752,4.160731190806078,6.9928402633165785,-0.19750376338059553,74.44132920783308,82.62426319113294,8.65,93.54,186303.5,11.0,0.0,0.8789,1,Coolant pressure,2.5013065588764976,P0191,Kuehlmitteldruck ausserhalb Normbereich,Kuehlsystem und Drucksensor pruefen
LKW-01,2026-04-24 05:30:00,Landstrasse,70.2,1025.4675607485199,1.5872691294268828,6.917031749884992,2.6612924964467894,77.23879937673152,67.85459617940835,8.51,93.54,186323.6,11.0,0.0,0.8787,1,Lub oil pressure,1.720686581540001,,,
LKW-01,2026-04-24 06:00:00,Landstrasse,54.4,642.1036550043044,3.2718943212555716,8.039627643324312,2.01117227605341,76.48654485542616,79.38017224678056,8.48,93.54,186351.1,11.0,0.0,0.8786,1,Fuel pressure,0.40984190742703197,,,
LKW-01,2026-04-24 06:30:00,Landstrasse,63.2,1004.7553458408722,1.2981637630145872,1.4255202935057931,2.633460022893633,77.94741330314672,80.26349253304174,8.53,93.54,186379.3,11.0,0.0,0.8784,1,Lub oil pressure,2.0026713656280126,P0520,Schmieroeldruck kritisch niedrig,"Motor stoppen, Oelspiegel und Oelpumpe pruefen"
LKW-01,2026-04-24 07:00:00,Landstrasse,65.3,698.9693824251883,1.1359512409897217,9.028045690216707,3.603850485891611,79.98525804593206,73.75469648366882,8.58,93.54,186412.2,11.0,0.0,0.8783,1,Lub oil pressure,2.160888639721504,P0520,Schmieroeldruck kritisch niedrig,"Motor stoppen, Oelspiegel und Oelpumpe pruefen"
LKW-01,2026-04-24 07:30:00,Landstrasse,67.5,709.8117342279088,4.053941083613314,7.076017239502213,1.2383503149617316,79.34369764462853,83.02096595489508,8.54,93.54,186448.3,11.0,0.0,0.8781,1,Coolant pressure,1.0725823638860894,,,
LKW-01,2026-04-24 08:00:00,Landstrasse,60.4,532.8493352116823,2.7005567229453566,6.892683665282424,3.2364036407205634,73.33944680932517,70.83100967867604,8.46,93.54,186475.2,11.0,0.0,0.878,1,lub oil temp,1.3531791611698847,,,
LKW-01,2026-04-24 08:30:00,Landstrasse,58.4,924.5174525076757,2.648675031860092,7.485872664220814,2.032197179742292,79.88503969585689,81.9666634488344,8.53,93.54,186497.7,11.0,0.0,0.8778,1,lub oil temp,0.8172184686902367,,,
LKW-01,2026-04-24 09:00:00,Landstrasse,56.1,403.5321351199241,3.980120840761148,3.82922904370858,3.7609393048741424,80.897202279505,80.70416460651033,8.58,93.54,186531.2,11.0,0.0,0.8777,1,Coolant pressure,1.4374804469986626,,,
LKW-01,2026-04-24 09:30:00,Landstrasse,55.7,814.5791114290647,4.202249236803501,5.271594925678875,1.6999446479997022,74.13653220368509,72.16939554046918,8.48,93.54,186562.8,11.0,0.0,0.8776,1,lub oil temp,1.0888803756046304,,,
LKW-01,2026-04-24 10:00:00,Landstrasse,66.0,355.69924017327975,4.033309926028606,10.838611161222065,1.9030384439209944,78.35460573471941,66.69744743695357,8.55,93.54,186600.1,11.0,0.0,0.8774,1,Coolant temp,1.8176841130310677,,,
LKW-01,2026-04-24 10:30:00,Landstrasse,46.3,882.6747561013217,4.37501824686598,4.586080977424485,1.1337664854948089,70.96084261888744,76.77094992515104,8.56,93.53,186629.3,11.0,0.0,0.8773,1,lub oil temp,2.1418803509312956,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 11:00:00,Landstrasse,40.9,469.3545933180781,2.7684412159033434,9.673102993241889,2.8784157812020057,76.98195748068765,82.10091645039773,8.53,93.53,186659.8,11.0,0.0,0.8772,1,Engine rpm,1.0707568246723467,,,
LKW-01,2026-04-24 11:30:00,Landstrasse,58.4,867.6993895726254,2.50628264363257,8.255623474490552,2.896249591696751,69.8612679444,86.46707008670563,8.41,93.53,186688.8,11.0,0.0,0.877,1,lub oil temp,2.5064789913802414,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 12:00:00,Landstrasse,51.2,381.2546419729915,2.198281660829054,9.630102410752459,0.3570079532674022,81.0874008961832,78.32030414644589,8.53,93.53,186722.1,11.0,0.0,0.8769,1,Coolant pressure,1.9495483280573225,,,
LKW-01,2026-04-24 12:30:00,Landstrasse,51.6,935.826413481176,1.5575265972384231,5.6766617423528345,1.43275930035976,81.59800174087238,70.19501326912739,8.67,93.53,186745.2,11.0,0.0,0.8768,1,Lub oil pressure,1.7496965636841333,,,
LKW-01,2026-04-24 13:00:00,Landstrasse,57.6,555.212379935765,2.0016848354696744,7.102028345210533,1.0867015565629887,71.19044427842911,76.56589322334285,8.48,93.53,186767.6,11.0,0.0,0.8766,1,lub oil temp,2.0657486839731263,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 13:30:00,Landstrasse,49.7,1253.7704128517562,3.37789626644337,7.456780120309921,0.4982800223410832,75.62396237549791,79.95587226865393,8.54,93.53,186791.2,11.0,0.0,0.8765,1,Engine rpm,2.0756893242459804,P0219,Motordrehzahl kritisch erhoeht,"Motorlast reduzieren, Drehzahlregler pruefen"
LKW-01,2026-04-24 14:00:00,Landstrasse,68.0,619.9422078851562,3.4558149610415243,5.1488329401202515,2.0996283856943334,77.38262760125613,74.79741501109513,8.56,93.53,186813.4,11.0,0.0,0.8764,1,Fuel pressure,0.6309892073668625,,,
LKW-01,2026-04-24 14:30:00,Landstrasse,60.6,961.1159814834508,3.0593428378094414,6.014566823361729,2.451444833807327,83.06700967595381,70.6609636073118,8.6,93.53,186841.1,11.0,0.0,0.8762,1,lub oil temp,1.8723009070280325,,,
LKW-01,2026-04-24 15:00:00,Landstrasse,37.2,860.0795261619952,3.5169604024312124,5.1303682308872425,2.282903370265237,76.51314549731288,73.10497443790354,8.58,93.53,186870.4,11.0,0.0,0.8761,1,Coolant temp,0.8057829115411177,,,
LKW-01,2026-04-24 15:30:00,Landstrasse,60.2,417.0288406377573,3.7012645015583043,8.367244826325916,2.578598171318642,80.83063064794769,79.62214682071979,8.58,93.53,186894.7,11.0,0.0,0.876,1,Engine rpm,1.280645711293889,,,
LKW-01,2026-04-24 16:00:00,Landstrasse,61.3,1319.2620283198683,2.836759214876867,5.026604033674884,2.788672064034054,78.69159012414617,70.29007870726427,8.61,93.53,186922.5,11.0,0.0,0.8758,1,Engine rpm,2.338389076271104,P0219,Motordrehzahl kritisch erhoeht,"Motorlast reduzieren, Drehzahlregler pruefen"
LKW-01,2026-04-24 16:30:00,Landstrasse,57.0,914.4736974599871,2.0128913162419853,11.748685667928232,2.9993768733034845,77.77789068270391,88.92574187107043,8.58,93.53,186945.1,11.0,0.0,0.8757,1,Fuel pressure,1.7452888674982139,,,
LKW-01,2026-04-24 17:00:00,Landstrasse,57.7,877.6438637879451,3.3207070676404857,4.654816913624893,2.465385205213121,77.61631154527693,70.57777256454725,8.49,93.53,186970.0,11.0,0.0,0.8755,1,Coolant temp,1.2048883092519265,,,
LKW-01,2026-04-24 17:30:00,Landstrasse,64.2,643.5205440089604,4.632886642877659,5.525489022304585,3.0291162323748546,76.7953947588806,79.96707710956599,8.58,93.53,186985.1,11.0,0.0,0.8754,1,Lub oil pressure,1.2499182453531683,,,
LKW-01,2026-04-24 18:00:00,Landstrasse,52.9,827.0240513634071,4.258312372612081,8.627429069765352,4.260027437405502,75.37900602095249,70.0797540768684,8.53,93.53,187018.3,11.0,0.0,0.8753,1,Coolant pressure,1.9340903052952312,,,
LKW-01,2026-04-24 18:30:00,Landstrasse,65.3,482.0326639673254,4.076884092370765,3.511294179671916,3.540421696755039,86.7264820683237,81.60373753503595,8.57,93.52,187049.0,11.0,0.0,0.8751,1,lub oil temp,3.0857143203921225,P0524,Schmieroel-Temperatur kritisch hoch,"Motor abkuehlen lassen, Oelqualitaet pruefen"
LKW-01,2026-04-24 19:00:00,Landstrasse,52.6,476.94095317479906,1.8337414605603648,11.56238870127556,2.590083814847963,78.84918565677155,76.79404858436394,8.57,93.52,187068.1,11.0,0.0,0.875,1,Fuel pressure,1.678212613598584,,,
LKW-01,2026-04-24 19:30:00,Landstrasse,68.6,719.1060475361609,2.9358832322776016,3.033275230652268,0.3692296534429535,77.325883890187,79.80526236131925,8.47,93.52,187096.1,11.0,0.0,0.8748,1,Coolant pressure,1.9373873160101318,,,
LKW-01,2026-04-24 20:00:00,Landstrasse,57.6,526.8364554352706,3.722320574422932,7.908754161775375,1.1619297555281463,78.31122377005919,85.38976869302417,8.6,93.52,187124.6,11.0,0.0,0.8747,1,Coolant pressure,1.1486234490522904,,,
LKW-01,2026-04-24 20:30:00,Landstrasse,57.0,874.8451764749764,3.506344024848523,8.57363117534808,2.464462557777334,80.30305398128714,79.52793333356423,8.61,93.52,187150.5,11.0,0.0,0.8746,1,lub oil temp,0.9558242802756564,,,
LKW-01,2026-04-24 21:00:00,Landstrasse,67.6,1156.691170402492,3.5503982422552682,2.1744982924099605,1.6483401341016057,80.44416955567175,77.64813126167844,8.51,93.52,187174.6,11.0,0.0,0.8744,1,Fuel pressure,1.7018988931066168,,,
LKW-01,2026-04-24 21:30:00,Landstrasse,73.4,826.6981022770183,3.6769048609769293,8.333462042073727,3.321618051111784,78.85556088452137,82.74272609723383,8.5,93.52,187197.5,11.0,0.0,0.8743,1,Coolant pressure,1.0003406887939592,,,
LKW-01,2026-04-24 22:00:00,Landstrasse,58.7,953.480189590527,3.8715671696765144,6.968596628299167,1.5160127126795713,78.06505904741844,78.8366158243074,8.57,93.52,187226.3,11.0,0.0,0.8741,1,Engine rpm,0.8711661708248587,,,
LKW-01,2026-04-24 22:30:00,Landstrasse,82.3,1051.7022452320348,3.3617545174808416,13.494483909255246,2.0480414969962037,79.47469717434176,75.04020583233931,8.47,93.52,187251.9,11.0,0.0,0.8739,1,Fuel pressure,2.3738638153184874,P0087,Kraftstoffdruck zu niedrig,"Kraftstofffilter, Leitungen und Pumpe pruefen"
LKW-01,2026-04-24 23:00:00,Landstrasse,60.7,1078.2632987797388,3.2025113801655367,5.943497216540681,5.09127454920034,79.1143402240145,74.58259212947358,8.52,93.52,187284.3,11.0,0.0,0.8738,1,Coolant pressure,2.761209772761086,P0191,Kuehlmitteldruck ausserhalb Normbereich,Kuehlsystem und Drucksensor pruefen
LKW-01,2026-04-24 23:30:00,Landstrasse,47.6,779.8236819917382,3.2579653567679263,8.782793460438956,1.4335731512476069,74.29232181304755,79.93348164593621,8.62,93.52,187317.2,11.0,0.0,0.8737,1,lub oil temp,1.037223420340449,,,
LKW-01,2026-04-25 00:00:00,Landstrasse,61.7,574.2051420033449,2.764246373728192,4.2587275687442165,3.6706218367954455,79.86749482954859,82.95077634316827,8.61,93.52,187341.4,16.6,0.0,0.8735,1,Coolant pressure,1.347611459738285,,,
LKW-01,2026-04-25 00:30:00,Landstrasse,88.9,633.7051811098136,2.3787138089740574,4.101291883675066,2.1543163744531553,74.96550943570058,82.46722040854893,8.47,93.52,187361.0,16.6,0.0,0.8733,1,Fuel pressure,1.0081565393685952,,,
